60 184 2379 213
196 323 2328 330
77 430 2389 437
198 543 2299 562
199 667 1663 682
53 758 2328 813
178 896 1971 917
54 1010 2296 1053
193 1130 2332 1167
188 1231 2235 1273
44 1333 2339 1382
176 1473 2367 1508
185 1610 2351 1626
197 1701 1438 1712
44 1795 2364 1855
185 1926 2381 1971
180 2055 441 2051
45 2141 2344 2216
174 2279 1652 2308
41 2395 2328 2451
184 2511 1173 2536
49 2633 2417 2709
105 2755 2056 2797
114 2862 1808 2922
97 2977 1408 3023
81 3107 2209 3134
235 77 1933 108
